species,n.ind,sp.name,gen.name,fam.name
Artocarpus altilis x mariannensis 'Meinpwahr',1,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Meinpwuht',1,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Meipwet',1,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Nahnmwal',1,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Te Mai',1,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Yuley',1,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Ebechab',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Lemae',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Mei 2',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Mei 3',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Mei chocho',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Mei koeng',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Meiarephe',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Meikole',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Meinpohnsakar',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Meion',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Sewan',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Te bukiraro',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Ulu afa,2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Ulu Afa,2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Ulu Hamoa',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Yap',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Lipet',3,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Meinpadahk',3,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Midolab',3,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Ulu Elise',3,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Mei 1',7,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis x mariannensis 'Ulu afa',17,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus altilis 'Yellow',2,Artocarpus altilis,Artocarpus,Moraceae
Artocarpus camansi,1,Artocarpus camansi,Artocarpus,Moraceae
Artocarpus hypargyraeus,1,Artocarpus hypargyreus,Artocarpus,Moraceae
Artocarpus integer,1,Artocarpus integer,Artocarpus,Moraceae
Artocarpus mariannensis,1,Artocarpus mariannensis,Artocarpus,Moraceae
Artocarpus sericicarpus,1,Artocarpus sericicarpus,Artocarpus,Moraceae
Artocarpus tamaran,2,Artocarpus tamaran,Artocarpus,Moraceae
Artocarpus lingnanensis,6,Artocarpus nitidus subsp. lingnanensis,Artocarpus,Moraceae
Asclepias curassavica,84,Asclepias curassavica,Asclepias,Apocynaceae
Ascocentrum curvifolium,4,Ascocentrum curvifolium,Ascocentrum,Orchidaceae
Asparagus falcatus,1,Asparagus falcatus,Asparagus,Asparagaceae
Asparagus densiflorus,2,Asparagus densiflorus,Asparagus,Asparagaceae
Asplenium caudatum,1,Asplenium caudatum,Asplenium,Aspleniaceae
Asplenium insiticium,2,Asplenium insiticium,Asplenium,Aspleniaceae
Asplenium sp.,2,Asplenium,Asplenium,Aspleniaceae
Asplenium kaulfussii,29,Asplenium kaulfussii,Asplenium,Aspleniaceae
Asplenium dielpallidum,69,Asplenium dielpallidum,Asplenium,Aspleniaceae
Asplenium nidus,235,Asplenium nidus,Asplenium,Aspleniaceae
Astelia argyrocoma,9,Astelia argyrocoma,Astelia,Asteliaceae
Asterogyne martiana,1,Asterogyne martiana,Asterogyne,Arecaceae
Astrocaryum standleyanum,3,Astrocaryum standleyanum,Astrocaryum,Arecaceae
Asystasia gangetica,5,Asystasia gangetica,Asystasia,Acanthaceae
Ataenidia conferta,1,Marantochloa conferta,Marantochloa,Marantaceae
Atalantia monophylla,1,Atalantia monophylla,Atalantia,Rutaceae
Atractocarpus crosbyi,1,Atractocarpus crosbyi,Atractocarpus,Rubiaceae
Atractocarpus fitzalanii,19,Atractocarpus fitzalanii,Atractocarpus,Rubiaceae
Attalea speciosa,2,Attalea speciosa,Attalea,Arecaceae
Attalea cohune,3,Attalea cohune,Attalea,Arecaceae
Attalea butyracea,5,Attalea butyracea,Attalea,Arecaceae
Atuna racemosa subsp. racemosa,3,Atuna racemosa,Atuna,Chrysobalanaceae
Augusta rivalis,1,Augusta rivalis,Augusta,Rubiaceae
Augusta austrocaledonica,7,Augusta austrocaledonica,Augusta,Rubiaceae
Averrhoa bilimbi,2,Averrhoa bilimbi,Averrhoa,Oxalidaceae
Averrhoa carambola,10,Averrhoa carambola,Averrhoa,Oxalidaceae
Avicennia germinans,2,Avicennia germinans,Avicennia,Acanthaceae
Azadirachta indica,1,Azadirachta indica,Azadirachta,Meliaceae
Bactris gasipaes var. chichagui,1,Bactris gasipaes var. chichagui,Bactris,Arecaceae
Bactris major,1,Bactris major,Bactris,Arecaceae
Bactris sp.,2,Bactris,Bactris,Arecaceae
Bactris gasipaes,7,Bactris gasipaes,Bactris,Arecaceae
Bakeridesia integerrima,8,Bakeridesia integerrima,Bakeridesia,Malvaceae
Balaka seemannii,3,Balaka seemannii,Balaka,Arecaceae
Bambusa bambos,1,Bambusa bambos,Bambusa,Poaceae
Bambusa lako,1,Bambusa lako,Bambusa,Poaceae
Bambusa tulda,1,Bambusa tulda,Bambusa,Poaceae
Bambusa tuldoides,1,Bambusa tuldoides,Bambusa,Poaceae
Bambusa ventricosa,3,Bambusa tuldoides,Bambusa,Poaceae
Bambusa vulgaris,3,Bambusa vulgaris,Bambusa,Poaceae
Bambusa longispiculata,4,Bambusa longispiculata,Bambusa,Poaceae
Bambusa sp.,6,Bambusa,Bambusa,Poaceae
Bambusa textilis,32,Bambusa textilis,Bambusa,Poaceae
Bambusa multiplex,52,Bambusa multiplex,Bambusa,Poaceae
Banara vanderbiltii,1,Banara vanderbiltii,Banara,Salicaceae
Banisteriopsis sp.,1,Banisteriopsis,Banisteriopsis,Malpighiaceae
Banisteriopsis caapi,4,Banisteriopsis caapi,Banisteriopsis,Malpighiaceae
Barbacenia sp.,1,Barbacenia,Barbacenia,Velloziaceae
Barleria cristata,1,Barleria cristata,Barleria,Acanthaceae
Barleria lupulina,3,Barleria lupulina,Barleria,Acanthaceae
Barleria obtusa,3,Barleria obtusa,Barleria,Acanthaceae
Barleria repens,24,Barleria repens,Barleria,Acanthaceae
Barnebydendron riedelii,1,Barnebydendron riedelii,Barnebydendron,Fabaceae
Barringtonia gracilis,1,Barringtonia acutangula,Barringtonia,Lecythidaceae
Barringtonia acutangula,2,Barringtonia acutangula,Barringtonia,Lecythidaceae
Barringtonia procera,2,Barringtonia procera,Barringtonia,Lecythidaceae
Barringtonia racemosa,6,Barringtonia racemosa,Barringtonia,Lecythidaceae
Barringtonia asiatica,12,Barringtonia asiatica,Barringtonia,Lecythidaceae
Basselinia pancheri,1,Basselinia pancheri,Basselinia,Arecaceae
Bauhinia bidentata,1,Bauhinia bidentata,Bauhinia,Fabaceae
Bauhinia binata,1,Bauhinia binata,Bauhinia,Fabaceae
Bauhinia galpinii,1,Bauhinia galpinii,Bauhinia,Fabaceae
Bauhinia racemosa,1,Bauhinia racemosa,Bauhinia,Fabaceae
Bauhinia sirindhorniae,1,Bauhinia,Bauhinia,Fabaceae
Bauhinia blakeana,2,Bauhinia blakeana,Bauhinia,Fabaceae
Bauhinia purpurea,2,Bauhinia purpurea,Bauhinia,Fabaceae
Bauhinia variegata,2,Bauhinia variegata,Bauhinia,Fabaceae
Bauhinia divaricata,3,Bauhinia divaricata,Bauhinia,Fabaceae
Bauhinia acuminata,4,Bauhinia acuminata,Bauhinia,Fabaceae
Bauhinia rufescens,4,Bauhinia rufescens,Bauhinia,Fabaceae
Bauhinia tomentosa,4,Bauhinia tomentosa,Bauhinia,Fabaceae
Bauhinia sp.,16,Bauhinia,Bauhinia,Fabaceae
Beaucarnea recurvata,2,Beaucarnea recurvata,Beaucarnea,Asparagaceae
Beccariophoenix alfredii,1,Beccariophoenix alfredii,Beccariophoenix,Arecaceae
Beccariophoenix fenestralis,2,Beccariophoenix fenestralis,Beccariophoenix,Arecaceae
Begonia acetosa,1,Begonia acetosa,Begonia,Begoniaceae
Begonia aconitifolia,1,Begonia aconitifolia,Begonia,Begoniaceae
Begonia coccinea,1,Begonia coccinea,Begonia,Begoniaceae
Begonia hybrid,1,Begonia,Begonia,Begoniaceae
Begonia peltata,1,Begonia peltata,Begonia,Begoniaceae
Begonia deliciosa,2,Begonia deliciosa,Begonia,Begoniaceae
Begonia sp.,35,Begonia,Begonia,Begoniaceae
Bentinckia condapanna,1,Bentinckia condapanna,Bentinckia,Arecaceae
Bernoullia flammea,2,Bernoullia flammea,Bernoullia,Malvaceae
Bidens hillebrandiana subsp. polycephala,7,Bidens hillebrandiana subsp. polycephala,Bidens,Asteraceae
Bidens hillebrandiana subsp. hillebrandiana,21,Bidens hillebrandiana subsp. hillebrandiana,Bidens,Asteraceae
Bidens sandvicensis subsp. sandvicensis,50,Bidens sandvicensis subsp. sandvicensis,Bidens,Asteraceae
Bidens forbesii subsp. forbesii,1136,Bidens forbesii subsp. forbesii,Bidens,Asteraceae
Bidens valida,1,Bidens valida,Bidens,Asteraceae
Bidens forbesii,40,Bidens forbesii,Bidens,Asteraceae
Bidens cosmoides,98,Bidens cosmoides,Bidens,Asteraceae
Bikkia palauensis,6,Bikkia palauensis,Bikkia,Rubiaceae
Bikkia tetrandra,10,Bikkia tetrandra,Bikkia,Rubiaceae
Billbergia rosea,1,Billbergia rosea,Billbergia,Bromeliaceae
Bismarckia nobilis,4,Bismarckia nobilis,Bismarckia,Arecaceae
Bixa orellana,4,Bixa orellana,Bixa,Bixaceae
Blechnum brasiliense,11,Blechnum brasiliense,Blechnum,Blechnaceae
Blechnum sp.,87,Blechnum,Blechnum,Blechnaceae
Blighia sapida,4,Blighia sapida,Blighia,Sapindaceae
Bobea timonioides,3,Bobea timonioides,Bobea,Rubiaceae
Bobea elatior,154,Bobea gaudichaudii,Bobea,Rubiaceae
Boehmeria nivea,1,Boehmeria nivea,Boehmeria,Urticaceae
Boehmeria grandis,293,Boehmeria grandis,Boehmeria,Urticaceae
Boerhavia repens,131,Boerhavia repens,Boerhavia,Nyctaginaceae
Boesenbergia rotunda,7,Boesenbergia rotunda,Boesenbergia,Zingiberaceae
Bombax glabra,1,Pachira glabra,Pachira,Malvaceae
Bombax sp.,2,Bombax,Bombax,Malvaceae
Bonamia menziesii,1,Bonamia menziesii,Bonamia,
Borrichia frutescens,1,Borrichia frutescens,Borrichia,Asteraceae
Borrichia arborescens,2,Borrichia arborescens,Borrichia,Asteraceae
Boswellia sacra,1,Boswellia sacra,Boswellia,Burseraceae
Bougainvillea hybrid,2,Bougainvillea,Bougainvillea,Nyctaginaceae
Bougainvillea sp.,9,Bougainvillea,Bougainvillea,Nyctaginaceae
Bowenia serrulata,1,Bowenia serrulata,Bowenia,Zamiaceae
Bowenia spectabilis,2,Bowenia spectabilis,Bowenia,Zamiaceae
Brachychiton hybrid,1,Brachychiton,Brachychiton,Malvaceae
Brachychiton bidwillii,3,Brachychiton bidwillii,Brachychiton,Malvaceae
Brachychiton acerifolius,8,Brachychiton acerifolius,Brachychiton,Malvaceae
Brahea sp.,1,Brahea,Brahea,Arecaceae
Brahea brandegeei,2,Brahea brandegeei,Brahea,Arecaceae
Brahea armata,3,Brahea armata,Brahea,Arecaceae
Brassavola tuberculata,1,Brassavola tuberculata,Brassavola,Orchidaceae
Brassavola nodosa,3,Brassavola nodosa,Brassavola,Orchidaceae
Brassavola hybrid,4,Brassavola,Brassavola,Orchidaceae
Brassia verrucosa,2,Brassia verrucosa,Brassia,Orchidaceae
Brassia hybrid,4,Brassia,Brassia,Orchidaceae
Brassiophoenix drymophloeoides,4,Brassiophoenix drymophloeoides,Brassiophoenix,Arecaceae
Breynia disticha,1,Breynia disticha,Breynia,Phyllanthaceae
Brighamia rockii,1,Brighamia rockii,Brighamia,Campanulaceae
Brighamia insignis,122,Brighamia insignis,Brighamia,Campanulaceae
Brillantaisia owariensis,4,Brillantaisia owariensis,Brillantaisia,Acanthaceae
Bromelia pinguin,1,Bromelia pinguin,Bromelia,Bromeliaceae
Brosimum alicastrum,5,Brosimum alicastrum,Brosimum,Moraceae
Broussonetia papyrifera,121,Broussonetia papyrifera,Broussonetia,Moraceae
Brownea capitella,1,Brownea coccinea subsp. capitella,Brownea,Fabaceae
Brownea coccinea,1,Brownea coccinea,Brownea,Fabaceae
Brownea kewensis,1,Brownea,Brownea,Fabaceae
Brownea sp.,1,Brownea,Brownea,Fabaceae
Brugmansia ×candida,1,Brugmansia x candida,Brugmansia,Solanaceae
Brugmansia hybrid,2,Brugmansia,Brugmansia,Solanaceae
Brugmansia pittieri,2,Brugmansia pittieri,Brugmansia,Solanaceae
Brugmansia versicolor,4,Brugmansia versicolor,Brugmansia,Solanaceae
Brugmansia suaveolens,8,Brugmansia suaveolens,Brugmansia,Solanaceae
Brugmansia sp.,32,Brugmansia,Brugmansia,Solanaceae
Bruguiera gymnorhiza,3,Bruguiera gymnorhiza,Bruguiera,Rhizophoraceae
Brunfelsia grandiflora subsp. schultesii,1,Brunfelsia grandiflora subsp. schultesii,Brunfelsia,Solanaceae
Brunfelsia undulata,1,Brunfelsia undulata,Brunfelsia,Solanaceae
Brunfelsia uniflora,1,Brunfelsia uniflora,Brunfelsia,Solanaceae
Brunfelsia hybrid,2,Brunfelsia,Brunfelsia,Solanaceae
Brunfelsia australis,4,Brunfelsia australis,Brunfelsia,Solanaceae
Brunfelsia densifolia,4,Brunfelsia densifolia,Brunfelsia,Solanaceae
Brunfelsia nitida,4,Brunfelsia nitida,Brunfelsia,Solanaceae
Brunfelsia grandiflora,5,Brunfelsia grandiflora,Brunfelsia,Solanaceae
Brunfelsia americana,6,Brunfelsia americana,Brunfelsia,Solanaceae
Brunfelsia lactea,6,Brunfelsia lactea,Brunfelsia,Solanaceae
Brya ebenus,1,Brya ebenus,Brya,Fabaceae
Bucida buceras,1,Bucida buceras,Bucida,Combretaceae
Bulbophyllum hybrid,3,Bulbophyllum,Bulbophyllum,Orchidaceae
Bulnesia arborea,2,Bulnesia arborea,Bulnesia,Zygophyllaceae
Bunchosia glandulifera,1,Bunchosia glandulifera,Bunchosia,Malpighiaceae
Bunchosia argentea,2,Bunchosia argentea,Bunchosia,Malpighiaceae
Bunchosia armeniaca,2,Bunchosia armeniaca,Bunchosia,Malpighiaceae
Burbidgea schizocheila,2,Burbidgea schizocheila,Burbidgea,Zingiberaceae
Burretiokentia koghiensis,1,Burretiokentia koghiensis,Burretiokentia,Arecaceae
Burretiokentia vieillardii,1,Burretiokentia vieillardii,Burretiokentia,Arecaceae
Bursera simaruba,1,Bursera simaruba,Bursera,Burseraceae
Butea monosperma,2,Butea monosperma,Butea,Fabaceae
Byrsonima crassifolia,2,Byrsonima crassifolia,Byrsonima,Malpighiaceae
Caesalpinia peltophoroides,1,Caesalpinia pluviosa var. peltophoroides,Caesalpinia,Fabaceae
Caesalpinia sp.,1,Caesalpinia,Caesalpinia,Fabaceae
Caesalpinia ferrea,3,,,
Caesalpinia pulcherrima,9,Caesalpinia pulcherrima,Caesalpinia,Fabaceae
Cajanus cajan,2,,,
Caladium bicolor,3,Caladium bicolor,Caladium,Araceae
Calandrinia sp.,1,Calandrinia,Calandrinia,Montiaceae
Calanthe furcata,3,Calanthe triplicata,Calanthe,Orchidaceae
Calanthe vestita,8,Calanthe vestita,Calanthe,Orchidaceae
Calathea bachemiana,1,Calathea bachemiana,Calathea,Marantaceae
Calathea dressleri,1,Calathea dressleri,Calathea,Marantaceae
Calathea inocephala,1,Calathea inocephala,Calathea,Marantaceae
Calathea lietzei,1,Maranta lietzei,Maranta,Marantaceae
Calathea lutea,1,Calathea lutea,Calathea,Marantaceae
Calathea majestica,1,Calathea majestica,Calathea,Marantaceae
Calathea makoyana,1,Calathea makoyana,Calathea,Marantaceae
Calathea metallica,1,Calathea metallica,Calathea,Marantaceae
Calathea micans,1,Calathea micans,Calathea,Marantaceae
Calathea mirabilis,1,Calathea mirabilis,Calathea,Marantaceae
Calathea ornata,1,Calathea ornata,Calathea,Marantaceae
Calathea spiralis,1,Calathea spiralis,Calathea,Marantaceae
Calathea varians,1,Calathea varians,Calathea,Marantaceae
Calathea warscewiczii,1,Calathea warscewiczii,Calathea,Marantaceae
Calathea bella,2,Calathea bella,Calathea,Marantaceae
Calathea burle-marxii,2,Calathea burle-marxii,Calathea,Marantaceae
Calathea capitata,2,Calathea capitata,Calathea,Marantaceae
Calathea cylindrica,2,Calathea cylindrica,Calathea,Marantaceae
Calathea princeps,2,Calathea majestica,Calathea,Marantaceae
Calathea robin-fosteri,2,Calathea robin-fosteri,Calathea,Marantaceae
Calathea zebrina,2,Calathea zebrina,Calathea,Marantaceae
Calathea crotalifera,3,Calathea crotalifera,Calathea,Marantaceae
Calathea rufibarba,3,Calathea rufibarba,Calathea,Marantaceae
Calathea louisae,4,Calathea louisae,Calathea,Marantaceae
Calathea picturata,5,Calathea picturata,Calathea,Marantaceae
Calliandra sp.,1,Calliandra,Calliandra,Fabaceae
Calliandra surinamensis,1,Calliandra surinamensis,Calliandra,Fabaceae
Calliandra haematocephala,6,Calliandra haematocephala,Calliandra,Fabaceae
Callicarpa subpubescens,1,Callicarpa subpubescens,Callicarpa,Lamiaceae
Callicarpa americana,2,Callicarpa americana,Callicarpa,Lamiaceae
Callicarpa elegans,2,Callicarpa elegans,Callicarpa,Lamiaceae
Callicarpa candicans,4,Callicarpa candicans,Callicarpa,Lamiaceae
Callisia fragrans,2,Callisia fragrans,Callisia,Commelinaceae
Callistemon sp.,1,Callistemon,Callistemon,Myrtaceae
Callistemon viminalis,2,Callistemon viminalis,Callistemon,Myrtaceae
Callitris glaucophylla,1,Callitris columellaris,Callitris,Cupressaceae
Calochlaena straminea,1,Calochlaena straminea,Calochlaena,Dicksoniaceae
Calophyllum kajewskii,1,Calophyllum peekelii,Calophyllum,Calophyllaceae
Calophyllum neoebudicum,1,Calophyllum neoebudicum,Calophyllum,Calophyllaceae
Calophyllum soulattri,1,Calophyllum soulattri,Calophyllum,Calophyllaceae
Calophyllum inophyllum,35,Calophyllum inophyllum,Calophyllum,Calophyllaceae
Calotropis gigantea,3,Calotropis gigantea,Calotropis,Apocynaceae
Calpurnia aurea,1,Calpurnia aurea,Calpurnia,Fabaceae
Calycophyllum spruceanum,2,Calycophyllum spruceanum,Calycophyllum,Rubiaceae
Calyptrocalyx polyphyllus,1,Calyptrocalyx polyphyllus,Calyptrocalyx,Arecaceae
Calyptrocalyx pachystachys,10,Calyptrocalyx pachystachys,Calyptrocalyx,Arecaceae
Calyptronoma rivalis,1,Calyptronoma rivalis,Calyptronoma,Arecaceae
Camptotheca acuminata,1,Camptotheca acuminata,Camptotheca,Cornaceae
Cananga odorata,3,Cananga odorata,Cananga,Annonaceae
Canarium schweinfurthii,1,Canarium schweinfurthii,Canarium,Burseraceae
Canarium ovatum,3,Canarium ovatum,Canarium,Burseraceae
Canarium indicum,7,Canarium indicum,Canarium,Burseraceae
Canavalia galeata,8,Canavalia galeata,Canavalia,Burseraceae
Canavalia napaliensis,169,Canavalia napaliensis,Canavalia,Fabaceae
Canella winterana,1,Canella winterana,Canella,Canellaceae
Canna indica,1,Canna indica,Canna,Cannaceae
Canna paniculata,1,Canna paniculata,Canna,Cannaceae
Canna hybrid,5,Canna,Canna,Cannaceae
Canthium coromandelicum,1,Canthium coromandelicum,Canthium,Rubiaceae
Capparis sepiaria var. fischeri,1,Capparis sepiaria var. fischeri,Capparis,Capparaceae
Capparis cynophallophora,2,Quadrella cynophallophora,Quadrella,Capparaceae
Capparis sandwichiana,56,Capparis mariana,Capparis,Capparaceae
Carapa guianensis,2,Carapa guianensis,Carapa,Meliaceae
Carex wahuensis subsp. wahuensis,170,Carex wahuensis,Carex,Cyperaceae
Carex meyenii,12,Carex meyenii,Carex,Cyperaceae
Carex alligata,129,Carex alligata,Carex,Cyperaceae
Carex wahuensis,5680,Carex wahuensis,Carex,Cyperaceae
Carissa macrocarpa,2,Carissa macrocarpa,Carissa,Apocynaceae
Carludovica drudei,1,Carludovica drudei,Carludovica,Cyclanthaceae
Carludovica sp.,2,Carludovica,Carludovica,Cyclanthaceae
Carludovica palmata,3,Carludovica palmata,Carludovica,Cyclanthaceae
Carpentaria acuminata,10,Carpentaria acuminata,Carpentaria,Arecaceae
Carpoxylon macrospermum,4,Carpoxylon macrospermum,Carpoxylon,Arecaceae
Caryota ophiopellis,1,Caryota ophiopellis,Caryota,Arecaceae
Caryota sp.,1,Caryota,Caryota,Arecaceae
Caryota zebrina,1,Caryota zebrina,Caryota,Arecaceae
Caryota mitis,5,Caryota mitis,Caryota,Arecaceae
Casasia longipes,3,Casasia longipes,Casasia,Rubiaceae
Cascabela thevetioides,3,Cascabela thevetioides,Cascabela,Apocynaceae
Casimiroa tetramera,1,Casimiroa tetrameria,Casimiroa,Rutaceae
Casimiroa edulis,5,Casimiroa edulis,Casimiroa,Rutaceae
Cassia javanica subsp. nodosa,2,Cassia javanica subsp. nodosa,Cassia,Fabaceae
Cassia afrofistula,1,Cassia afrofistula,Cassia,Fabaceae
Cassia bakeriana,1,Cassia bakeriana,Cassia,Fabaceae
Cassia leptophylla,1,Cassia leptophylla,Cassia,Fabaceae
Cassia roxburghii,1,Cassia roxburghii,Cassia,Fabaceae
Cassia fistula,2,Cassia fistula,Cassia,Fabaceae
Cassia ×nealiae,4,Cassia xnealiae,Cassia,Fabaceae
Cassia grandis,4,Cassia grandis,Cassia,Fabaceae
Castanospermum australe,6,Castanospermum australe,Castanospermum,
Catalpa longissima,1,Catalpa longissima,Catalpa,Bignoniaceae
Catasetum hybrid,2,Catasetum,Catasetum,Orchidaceae
Catha edulis,1,Catha edulis,Catha,Celastraceae
Catharanthus roseus hybrid,282,Catharanthus roseus,Catharanthus,Apocynaceae
Catharanthus roseus,6,Catharanthus roseus,Catharanthus,Apocynaceae
Cattleya aurantiaca,1,Guarianthe aurantiaca,Guarianthe,Orchidaceae
Cattleya guttata,1,Cattleya guttata,Cattleya,Orchidaceae
Cattleya harrisoniana,1,Cattleya harrisoniana,Cattleya,Orchidaceae
Cattleya intermedia,1,Cattleya intermedia,Cattleya,Orchidaceae
Cattleya labiata,1,Cattleya labiata,Cattleya,Orchidaceae
Cattleya lueddemaniana,1,Cattleya lueddemanniana,Cattleya,Orchidaceae
Cattleya mendelii,1,Cattleya mendelii,Cattleya,Orchidaceae
Cattleya sp.,1,Cattleya,Cattleya,Orchidaceae
Cattleya tenebrosa,1,Cattleya tenebrosa,Cattleya,Orchidaceae
Cattleya trianae,1,Cattleya trianae,Cattleya,Orchidaceae
Cattleya warneri,1,Cattleya warneri,Cattleya,Orchidaceae
Cattleya hybrid,12,Cattleya,Cattleya,Orchidaceae
Catunaregam spinosa,3,Catunaregam spinosa,Catunaregam,Rubiaceae
Caularthron bicornutum,1,Caularthron bicornutum,Caularthron,Orchidaceae
Cavanillesia platanifolia,1,Cavanillesia platanifolia,Cavanillesia,Malvaceae
Cecropia peltata,1,Cecropia peltata,Cecropia,Urticaceae
Cedrela salvadorensis,2,Cedrela salvadorensis,Cedrela,Meliaceae
Cedrela serrata,2,Cedrela serrata,Cedrela,Meliaceae
Cedrela odorata,5,Cedrela odorata,Cedrela,Meliaceae
Ceiba acuminata,1,Ceiba acuminata,Ceiba,Malvaceae
